site_name,Status,City,Neighborhood,estimated_tons,location_description,latitude,longitude,
Mahon Street,Surveyed,Pittsburgh,Middle Hill,0.5,,40.44650339,-79.97340209,
Duff Street,Completed,Pittsburgh,Middle Hill,1,,40.44964267,-79.97355766,
Webster Avenue,Surveyed,Pittsburgh,Middle Hill,3,,40.44909361,-79.97373468,
McClaren Street,Completed,Pittsburgh,Middle Hill,2,,40.44730962,-79.97494608,
Elba Street,Completed,Pittsburgh,Middle Hill,1,,40.44644011,-79.97018344,
Bloomer Way and Somers St,Completed,Pittsburgh,Middle Hill,2,,40.44857497,-79.97625191,
Our Way,Completed,Pittsburgh,Middle Hill,,"Scattered tires, litter.",40.43890808,-79.98254933,
Millvale,Tireless Event Location,Millvale,Millvale,0.5,,40.47436398,-79.96970869,
Weile Street RR Track Area,Surveyed,Millvale,Millvale,2.5,,40.4801823,-79.978833,
Willow Lane,Surveyed,Millvale,Millvale,1.5,,40.4762239,-79.979072,
Fornoff lane,Surveyed,Millvale,Millvale,1.5,,40.4811833,-79.974147,
Veronica Street,Surveyed,Millvale,Millvale,3,"Abandoned roadway, Private property.",40.4701247,-79.98020052,
Stanton Avenue,Surveyed,Millvale,Millvale,1.5,,40.4806,-79.97831,
Troy Street,Surveyed,Millvale,Millvale,3.5,,40.4803817,-79.979261,
Edison Street,Surveyed,Millvale,Millvale,1,"Vehicle Turnaround,Pull Off",40.47695761,-79.98537987,
Girty's Run Watershed Assessment,Surveyed,Millvale,Millvale,,,40.47856974,-79.96902108,
Boyce Park,Completed,Monroeville,Monroeville,0.5,In small stream below Wave Pool in Boyce Park,40.45703716,-79.7396127,
130 E,Surveyed,Monroeville,Monroeville,1,,40.40102,-79.77331,
Old Frankstown/ 286 W,Surveyed,Monroeville,Monroeville,0.5,,40.44563245,-79.71413612,
286 W2,Surveyed,Monroeville,Monroeville,2,Private property.,40.43854,-79.71283,
Wilmerding/ Monroeville,Surveyed,Monroeville,Monroeville,3,,40.4,-79.80431,
Johnston site 1,Surveyed,Monroeville,Monroeville,1.5,,40.4092,-79.80081,
Johnston site 2,Surveyed,Monroeville,Monroeville,1.5,Private Property (no public access)Right-of-way,40.41484,-79.79398,
Willow,Surveyed,Monroeville,Monroeville,1,Private property,40.41424,-79.79321,
Pitcairn,Surveyed,Monroeville,Monroeville,2.5,Private property,40.42684,-79.76919,
Sunset Site 1,Surveyed,Monroeville,Monroeville,1,,40.44245,-79.76193,
Sunset Site 2,Surveyed,Monroeville,Monroeville,1,Pull off.,40.4425,-79.76665,
Pitcairin Road,Surveyed,Monroeville,Monroeville,0.5,,40.42688,-79.76931,
Flaugherty Road 1,Surveyed,Moon Twp.,Moon,0.5,,40.52958,-80.25973,
Flaugherty Road 2,Surveyed,Moon Twp.,Moon,1,,40.53831,-80.22103,
3077,Surveyed,Moon Twp.,Moon,0.5,,40.53142,-80.22954,
Becks Run Road.,Surveyed,Moon Twp.,Moon,1,,40.51707,-80.25483,
Beaver Grade Road,Surveyed,Moon Twp.,Moon,2.5,,40.46919,-80.16989,
Hookstown Grade Run/ Beaver Road,Surveyed,Moon Twp.,Moon,1,,40.46176,-80.16972,
Hassam Road 3,In Progress,Moon Twp.,Moon,2,This site is located on land owned by Hollow Oak Land Trust.  It is in a section where a new trail is being developed.,40.49093784,-80.15943834,
Hassam Road,Completed,Moon Twp.,Moon Twp,1,This was on property owned by Hollow Oak Land Trust,40.49100444,-80.15188099,
Hassam Road 2,Completed,Moon Twp.,Moon Twp,1,This site is located on land owned by Hollow Oak Land Trust.  It is in a section where a new trail is being developed.,40.49089393,-80.15283704,
Heth's Run,Completed,Pittsburgh,Morningside,3,The Heth's Run site is a potential connection between Heth's Run and the Allegheny River.  This site is frequented by community members because of the nearby park and baseball fields.  Our task was to remove the debris to make the site safer for the community.,40.47845679,-79.92708838,
88 South,Surveyed,Mt Lebanon,Mt Lebanon,1.5,,40.36269,-80.02771,
Hays,Completed,Pittsburgh,Mt. Oliver,0.3,,40.41118249,-79.98758962,
Rectenwald Street,Completed,Pittsburgh,Mt. Oliver,10,,40.40991974,-79.97952271,
St. Joseph Street,Completed,Pittsburgh,Mt. Oliver,1,,40.41300519,-79.97775263,
246 Charles St,Completed,Pittsburgh,Mt. Oliver,,,40.41619156,-79.99274119,
Mt. Washington Park Site 1,Partially Cleaned,Pittsburgh,Mt. Washington,4,,40.421252,-80.013897,
Neff Street,Completed,Pittsburgh,Mt. Washington,0.3,,40.42775037,-80.00513529,
Penelope Street,Completed,Pittsburgh,Mt. Washington,2.5,,40.4232322,-80.01268053,
Ennis Street,Surveyed,Pittsburgh,Mt. Washington,0.1,,40.42656001,-80.01500985,
Penelope and Ottawa Street,Surveyed,Pittsburgh,Mt. Washington,1,,40.42397607,-80.01172013,
Bailey Avenue,Completed,Pittsburgh,Mt. Washington,1,,40.42719345,-79.99914993,
William Street,Completed,Pittsburgh,Mt. Washington,3,Above the Liberty Tunnel,40.42858749,-80.00030733,
Chess Street,Completed,Pittsburgh,Mt. Washington,0.3,,40.42362163,-80.0132892,
Southern and Boggs,Completed,Pittsburgh,Mt. Washington,1,,40.41688612,-80.01358866,
Driftcombers-Natrona,Tireless Event Location,Natrona,Natrona,,,40.6089662,-79.72219596,
Neville Island and Montour Run,Tireless Event Location,Neville Island,Neville Island,0.3,,40.51605309,-80.1498586,
Neville Island,Tireless Event Location,Coraopolis,Neville Island,2,,40.50938466,-80.13070249,
Overboro Street,Surveyed,Pittsburgh,New Homestead,7.5,,40.38787212,-79.9301166,
Armorhill Avenue,Surveyed,Pittsburgh,New Homestead,3,,40.39387104,-79.92366052,
Panorama Baseball Field,Surveyed,Pittsburgh,New Homestead,3.5,,40.39241452,-79.92305166,
Doerville Avenue,Surveyed,Pittsburgh,New Homestead,1,,40.38639606,-79.9307952,
West Circle Avenue,Surveyed,Pittsburgh,New Homestead,2,,40.38811932,-79.92905847,
Mooney Road,Surveyed,Pittsburgh,New Homestead,0.5,,40.37844621,-79.91941458,
Ingot Avenue,Surveyed,Pittsburgh,New Homestead,1,,40.39254934,-79.92412991,
Basic Avenue,Surveyed,Pittsburgh,New Homestead,1,Private property.,40.39798918,-79.91657949,
Niceville Street,Surveyed,New Homestead,New Homestead,0.5,,40.39486,-79.91659,
McWreath,Surveyed,North Fayette,North Fayette,10,,40.38638,-80.2318,
Short Street,Surveyed,North Fayette,North Fayette,2,,40.38344,-80.21169,
Mahoney Road,Surveyed,North Fayette,North Fayette,0.5,,40.44928,-80.20934,
Cliff Mine,Surveyed,North Fayette,North Fayette,0.5,,40.44606,-80.19319,
Kelso Road,Surveyed,North Fayette,North Fayette,0.5,"Private property, no public access. Close to small stream.",40.41732,-80.25133,
Gold Way,Completed,Pittsburgh,North Oakland,1,Section of woods and roadside between the Melwood Theater and beginning of Polish Hill (under the Bloomfield Bridge),40.45978616,-79.95641565,
Melwood Avenue,Completed,Pittsburgh,North Oakland,3.5,,40.45796575,-79.95475805,
Gold Way to Baum Blvd,Completed,Pittsburgh,North Oakland,2,"Continuing cleanup of Gold Way, a heavily used stretch of road between North Oakland and Polish Hill.",40.45482278,-79.95374418,
Kummer Rd,Completed,McCandless Twp,North Park,0.2,,40.60044359,-80.02133756,
River Ave and Warfield St,Tireless Event Location,Pittsburgh,North Shore,0.5,This cleanup involves several sites along the ascending and descending shore of the Allegheny River near Heinz Lofts.,40.45101428,-79.99324239,
Chestnut St,Surveyed,Pittsburgh,North Shore,1,,40.45373643,-79.99469715,
McKee/ Lower Heckman Road,Surveyed,North Versailles,North Versailles,0.5,,40.35049,-79.7999,
McClintock,Surveyed,North Versailles,North Versailles,1,,40.32942,-79.79582,
Hazlett,Completed,Pittsburgh,Northview Heights,1,,40.47665753,-80.00254333,
Plum Road,Surveyed,Oakmont,Oakmont/Verona,5,,40.51169,-79.8362,
Wible Run Road,Surveyed,O'Hara Township,O'Hara,0.3,,40.49861,-79.97803,
Glenbury Street Site 1,Surveyed,Pittsburgh,Overbrook,0.5,,40.38834302,-80.00482148,
Jacob Avenue,Surveyed,Pittsburgh,Overbrook,1.5,,40.39106215,-79.99936855,
Glenbury Street Site 2,Surveyed,Pittsburgh,Overbrook,0.5,,40.38555637,-80.0001008,
Mullooly Street,Surveyed,Pittsburgh,Overbrook,0.5,,40.37919812,-79.99125487,
Horning Street,Surveyed,Pittsburgh,Overbrook,0.1,,40.38172556,-79.98617208,
Dartmore Street,Completed,Pittsburgh,Overbrook,0.1,,40.38674003,-79.99477211,
All the property is owned by the city or has years of unpaid taxes except for the house on S Side Ave (John Funk - we talked to him).,100 Ft - .25 Miles,Municipal,Partially,Undetermined,Less than 50 Ft,"40.471146217,40.470609489,40.470511376,40.470153555,40.470113155,40.470915366,40.471405923,40.471971500,40.472138864","Dead end, paved and of decent quality, narrow where the houses are. The dump truck could probably get to the site, but it would be difficult to turn around and set the box down.",
wooded hillside above West Liberty Ave,100 Ft - .25 Miles,Municipal,Partially,Not Applicable,No Waterway Nearby,"40.407794220,40.407759559,40.407880870,40.407944413",West Liberty Avenue,
Lincoln Road,Completed,Penn Hills,Penn Hills,0.5,"The Lincoln Road site started by the Sunset View Cemetery and went down along the road to a pulloff, known for traditional dumping.  There were various spots along the roadside used for dumping at one time.  The pull-off area has seen dumping since cleanup completion.",40.47646143,-79.87452245,
Brushton and Somerset,Completed,Pittsburgh,Penn Hills,3,,40.46753153,-79.88886959,
Rodi Road site 1,Surveyed,Penn Hills,Penn Hills,0.5,,40.45861,-79.82378,
I-376 on ramp,Surveyed,Penn Hills,Penn Hills,7,,40.44314,-79.82795,
Westward/ Horizon,Surveyed,Penn Hills,Penn Hills,0.3,,40.4526,-79.82303,
Rodi Road site 2,Surveyed,Penn Hills,Penn Hills,0.1,,40.4575,-79.82298,
Rodi Road site 3,Surveyed,Penn Hills,Penn Hills,0.8,,40.4575,-79.82298,
Rodi Road site 4,Surveyed,Penn Hills,Penn Hills,0.3,,40.4575,-79.82298,
Frankstown,Surveyed,Penn Hills,Penn Hills,1,,40.49368,-79.82021,
Verona Blvd North,Completed,Penn Hills,Penn Hills,0.3,,40.47639064,-79.88644659,
Dalton Avenue,Surveyed,Pittsburgh,Perry North,0.8,,40.49056442,-80.02660102,
Watson Boulevard,Surveyed,Pittsburgh,Perry North,7,"Sites spread out over the length of the street, all on hillside. Site on curve between Talco and Tretow is the most concentrated.",40.48077241,-80.01036025,
Perrysville and Franklin,Completed,Pittsburgh,Perry North,0.3,,40.49557724,-80.02078235,
Vinceton Street,Surveyed,Pittsburgh,Perry North,0.3,,40.49122139,-80.02245068,
Wabana between Vinceton and Portman,Surveyed,Pittsburgh,Perry North,0.5,,40.49182863,-80.02162456,
Portman Street,Surveyed,Pittsburgh,Perry North,0.3,Site is over guardrail by red paint mark.,40.4890924,-80.0225231,
Russell Ave,Surveyed,Pittsburgh,Perry South,14,,40.46628521,-80.01589938,
Metcalf Street,Completed,Pittsburgh,Perry South,2,,40.46308808,-80.01901305,
Snyder Street,Surveyed,Pittsburgh,Perry South,1,,40.46669388,-80.02013153,
Irwin Avenue,Surveyed,Pittsburgh,Perry South,0.5,,40.46163305,-80.01712478,
Brule Street,Completed,Pittsburgh,Perry South,7.5,,40.47004967,-80.00525236,
Lyzell Street,Completed,Pittsburgh,Perry South,6,,40.4692568,-80.00558591,
Kenwood Avenue / Canter Way,Surveyed,Pittsburgh,Perry South,0.3,,40.4694282,-80.00882334,
East Marshall Ave,Surveyed,Pittsburgh,Perry South,0.2,,40.47519318,-80.00864803,
Kennedy and Goshen,Completed,Pittsburgh,Perry South,0.5,,40.47433764,-80.00800698,
Mayfield and Norwood,Surveyed,Pittsburgh,Perry South,0.5,,40.47342294,-80.01344516,
Mayfield and Shelton,Surveyed,Pittsburgh,Perry South,0.5,,40.47349075,-80.0119324,
Ellis between Searles and Mayfield,Completed,Pittsburgh,Perry South,0.5,,40.47363935,-80.01118004,
Searles Way,Completed,Pittsburgh,Perry South,,,40.47385288,-80.01299589,
Leroy,Completed,Pittsburgh,Perry South,0.5,,40.47469977,-80.01234412,
Trimber Street,Surveyed,Pittsburgh,Perry South,1,,40.4708591,-80.01495257,
Shelton Avenue,Surveyed,Pittsburgh,Perry South,0.5,,40.47111592,-80.01136377,
Ellis Stairs to Perrysville,Completed,Pittsburgh,Perry South,0.5,,40.47277369,-80.01042231,
Legion Way,Completed,Pittsburgh,Perry South,0.5,,40.47140015,-80.00954657,
Quartz Way,Completed,Pittsburgh,Perry South,2,,40.471139,-80.01193374,
Legion and Leland,Completed,Pittsburgh,Perry South,0.5,"behind old fence, south corner of Legion and Leland",40.47065422,-80.01229315,
Canter Way,Completed,Pittsburgh,Perry South,5,,40.47052581,-80.00893905,
Hough and Canter,Surveyed,Pittsburgh,Perry South,0.5,,40.4699227,-80.00903159,
Maple Ave Stairs/Ramp,Completed,Pittsburgh,Perry South,2,,40.47001649,-80.0074853,
Bark Street,Surveyed,Pittsburgh,Perry South,1,,40.46788971,-80.00472664,
Hazelton and Lawton,Completed,Pittsburgh,Perry South,2,,40.47060372,-80.0069046,
Chester Steps,Surveyed,Pittsburgh,Perry South,0.5,,40.46550026,-80.01813769,
W Burgess St by Irwin,Completed,Pittsburgh,Perry South,0.5,,40.4650717,-80.01728743,
Melrose Ave,Surveyed,Pittsburgh,Perry South,0.5,,40.46393465,-80.0160107,
Ridgewood,Surveyed,Pittsburgh,Perry South,0.2,,40.46231707,-80.01685693,
O'Hern Street,Surveyed,Pittsburgh,Perry South,1.3,"Site is on the stair side of the alley, over the railing.",40.46009769,-80.01421228,
Perrysville and Koerner,Completed,Pittsburgh,Perry South,0.5,,40.46668634,-80.01131951,
Perrysville and University,Completed,Pittsburgh,Perry South,0.2,,40.46253496,-80.01339018,
Clayton and Langley,Surveyed,Pittsburgh,Perry South,0.2,,40.46337767,-80.01081928,
Lithgow Ave,Surveyed,Pittsburgh,Perry South,0.2,Trash is behind jersey barrier at the end of the street.,40.46219586,-80.0099945,
Irwin and N. Charles,Completed,Pittsburgh,Perry South,0.1,"Across from Propel School, across from stairs.",40.46043392,-80.01680195,
Rolla (dead end) and Yale,Completed,Pittsburgh,Perry South,0.5,Dead end. Over barriers.,40.46093177,-80.01598522,
Rolla and Yale,Surveyed,Pittsburgh,Perry South,2,Wooded hillside on closed road (Yale),40.46117564,-80.01626014,
Perrysville and Clayton,Completed,Pittsburgh,Perry South,2,Empty lot. 20 feet down from road.,40.46190293,-80.01363024,
Chester and West Burgess st.,Surveyed,Pittsburgh,Perry South,2,abandoned wooden stairway East of brick duplex (201). South of road.,40.46702686,-80.01137718,
Hazelton and McIntyre,Completed,Pittsburgh,Perry South,2,Dead end downhill slope.,40.46892858,-80.00631853,
40 Kenwood Ave,Completed,Pittsburgh,Perry South,0.3,Side of road,40.46914934,-80.01136913,
Koerner Ave,Completed,Pittsburgh,Perry South,,,40.46620729,-80.01109823,
Hazelton Street dead end,Completed,Pittsburgh,Perry South,4,Dead end street North of N. Charles St (Swindell Bridge). Entire East side of road (200 meters).,40.47265538,-80.007492,
Leroy and Kennedy,Completed,Pittsburgh,Perry South,0.1,side of road,40.47444585,-80.0111626,
Crispen Street,Completed,Pittsburgh,Perry South,0.5,One way street at curve.,40.46831825,-80.01607239,
Ellis Steps West,Completed,Pittsburgh,Perry South,0.5,Between Ellis St and Shelton St.,40.47250593,-80.01153945,
Quartz Way North,Completed,Pittsburgh,Perry South,0.5,alley behind homes.,40.47232931,-80.01232802,
Ridgewood North,Completed,Pittsburgh,Perry South,0.3,side of road,40.46311793,-80.01563251,
Wilson Ave and Drum St,Completed,Pittsburgh,Perry South,0.5,lot on hillside.,40.46473983,-80.0122556,
Brightridge and Holyoke,Completed,Pittsburgh,Perry South,0.5,Behind tire garden.,40.46476828,-80.01383543,
Canter and N. Charles,Surveyed,Pittsburgh,Perry South,1,"Site is located on the north end of Canter Way, on hillside on the east end of a large open field (Fowler field/park). Surveyed by Sam Weaver.",40.47067153,-80.00902488,
N Charles below Crispen st,Completed,Pittsburgh,Perry South,0,Side of hill next to road.,40.46726205,-80.0170058,
Melrose Ave Steps,Completed,Pittsburgh,Perry South,0.3,City steps,40.46349888,-80.01766026,
Warrendale Bakerstown Road,Surveyed,Pine Township,Pine Township,0.5,,40.66715,-80.04119,
Logan's Ferry Road,Surveyed,Plum Borough,Plum,8,Parking lot of an abandoned restaurant.  Site contains large pieces of lumber and other C/D debris.,40.5310474,-79.75660181,
Piersons,Surveyed,Plum Borough,Plum,0.5,,40.4755,-79.75424,
New Texas (2075),Surveyed,Plum Borough,Plum,1,,40.46192,-79.72611,
Abers Creek Site 1,Surveyed,Plum Borough,Plum,0.5,,40.47653,-79.71005,
Abers Creek Site 2,Surveyed,Plum Borough,Plum,2,,40.48367,-79.71637,
Simonton Street,Completed,Pittsburgh,Point Breeze North,0.3,,40.4555371,-79.90769064,
Kenney Way,Completed,Pittsburgh,Polish Hill,5,,40.45502918,-79.97257941,
Downing Street Steps,Completed,Pittsburgh,Polish Hill,0.3,,40.45879841,-79.96599114,
Ridge Avenue,Completed,Rankin,Rankin,1.5,,40.41088943,-79.87533248,
Carrie Furnace,Tireless Event Location,Rankin,Rankin,3,,40.41540371,-79.89433827,
N. Petrie Road site 1,Surveyed,Robinson,Robinson,1,,40.50388,-80.14274,
N. Petrie Road Site 2,Surveyed,Robinson,Robinson,2.5,,40.50309,-80.14139,
N. Petrie Road Site 3,Surveyed,Robinson,Robinson,2,,40.4996,-80.14084,
Forest Grove in Robinson,Surveyed,Robinson,Robinson,0.5,,40.50208,-80.13813,
51 South in Robinson,Surveyed,Robinson,Robinson,1.5,,40.50255,-80.12492,
Schuler Street,Completed,Pittsburgh,Saint Clair,1,,40.40953827,-79.97619629,
Henger Street,Completed,Pittsburgh,Saint Clair,1,,40.40961838,-79.9734726,
Fisher Street,Completed,Pittsburgh,Saint Clair,1,,40.41098541,-79.97394658,
Driftcombers-Sewickley Docks,Tireless Event Location,Sewickley,Sewickley,,,40.53532095,-80.18847405,
Service-Learning Sewickely,Tireless Event Location,Sewickley,Sewickley,,,40.54578168,-80.19646167,
Backbone Road,Surveyed,Sewickley Heights,Sewickley Heights,0.5,,40.57222,-80.17066,
Little Pine Creek Road,Surveyed,Shaler,Shaler,0.5,Private property.,40.51011,-79.96064,
Sharpsburg,Tireless Event Location,Sharpsburg,Sharpsburg,2,Most of the debris was collected from the Morningside side of the river,40.49327942,-79.92932535,
Rt. 28,Partially Cleaned,Pittsburgh,Sharpsburg,1,Heavy littering.,40.49523218,-79.9095726,
Stadium Street,Completed,Pittsburgh,Sheraden,1.5,,40.46094105,-80.05337107,
Merwyn Avenue,Completed,Pittsburgh,Sheraden,2.5,,40.45304306,-80.04601753,
Adon Street,Completed,Pittsburgh,Sheraden,1,,40.45823412,-80.06169504,
Stafford Street,Completed,Pittsburgh,Sheraden,1,,40.45359922,-80.04576138,
Brunot Avenue Site 1,Completed,Pittsburgh,Sheraden,1.5,,40.459678,-80.05153484,
Glenmawr Avenue Site 1,Completed,Pittsburgh,Sheraden,3,,40.4594576,-80.05540526,
Glenmawr Avenue Site 2,Completed,Pittsburgh,Sheraden,1.5,,40.45269404,-80.0480426,
Brunot Avenue Site 2,Completed,Pittsburgh,Sheraden,1.5,,40.46029228,-80.05233145,
McGonigle Park,Completed,Pittsburgh,Sheraden,1.5,,40.45940555,-80.06569556,
Motor Street,Surveyed,Pittsburgh,Sheraden,4,,40.458528,-80.05600742,
Hillsboro Avenue,Completed,Pittsburgh,Sheraden,1.5,,40.45115103,-80.06037271,
Slope Way,Completed,Pittsburgh,Sheraden,7.5,,40.45943311,-80.05754298,
Brevet Way,Completed,Pittsburgh,Sheraden,0.5,,40.45326261,-80.04894382,
Glenmawr Avenue Site 3,Completed,Pittsburgh,Sheraden,0.3,,40.45320429,-80.04206396,
Jean Street,Completed,Pittsburgh,Sheraden,2,"There is a spring that runs down through the steep hill side through the dump, contaminating ground water.",40.45553252,-80.05981482,
Sheraden Skate Park,Completed,Pittsburgh,Sheraden,0.5,"There is significant invasive vegetation that limits the view of the park, causing safety concerns for children using the park. Some steep slopes near houses have seen dumping and significant littering.",40.45411253,-80.06631113,
Evanston Street,Completed,Pittsburgh,Sheraden,0.5,Small wooded gully filled with accumulated trash and litter.,40.45376097,-80.06970584,
Service-Learning Chartiers Creek Flood Plain,Tireless Event Location,Pittsburgh,Sheraden,,Property is owned by Duquesne Light,40.4636374,-80.06092965,
Battery Drive South,Completed,South Fayette,South Fayette,0.5,Site is in wooded valley behind the baseball field of South Fayette High School.  Most of the property is owned by the school district.  Some of the site is a private property owner,40.37611907,-80.16274011,
Sturgeon Road Site 1,Surveyed,South Fayette,South Fayette,2,,40.33742,-80.18766,
Millers Run Road,Surveyed,South Fayette,South Fayette,0.5,,40.33738,-80.18075,
Sturgeon Road Site 2,Surveyed,South Fayette,South Fayette,3,,40.33975,-80.1876,
Sturgeon Road Site 3,Surveyed,South Fayette,South Fayette,1.5,,40.34631,-80.19001,
Sturgeon Road Site 4,Surveyed,South Fayette,South Fayette,1,,40.35861,-80.19985,
Sturgeon Road Site 5,Surveyed,South Fayette,South Fayette,2,,40.36116,-80.20252,
Laurel Hill Road,Surveyed,South Fayette,South Fayette,2,,40.36602,-80.22386,
Hickory Grade Road,Surveyed,South Fayette,South Fayette,2,,40.34411,-80.15479,
Bowman Road Site 1,Surveyed,South Fayette,South Fayette,1,,40.33349,-80.15845,
Bowman Road Site 2,Surveyed,South Fayette,South Fayette,2,,40.3309,-80.15834,
Coal Pit Run Road Site 1,Surveyed,South Fayette,South Fayette,1,,40.3341,-80.14377,
Coal Pit Run Road Site 2,Surveyed,South Fayette,South Fayette,1,,40.33556,-80.13993,
Sygan,Surveyed,South Fayette,South Fayette,4,"Private property, no public access.",40.3728,-80.15926,
Cochrans Mill Road,Surveyed,South Fayette,South Fayette,4,,40.29258,-79.97038,
Wakefield Street,Completed,Pittsburgh,South Oakland,0.5,,40.43003845,-79.95600891,
Bohem Street,Completed,Pittsburgh,South Oakland,0.5,,40.4286056,-79.95409142,
Frazier Street,Completed,Pittsburgh,South Oakland,0.5,,40.42830266,-79.95225822,
Lawn Street,Completed,Pittsburgh,South Oakland,0.5,,40.43574524,-79.96579742,
Swinburne Street,Completed,Pittsburgh,South Oakland,0.8,,40.43162553,-79.95229042,
Juliet St and Virgilia Pl,Completed,Pittsburgh,South Oakland,1.5,"Appliances, an abandoned vehicle, and some remodeling are on a level area. Most remodeling debris has been pushed over the hillside down towards Bates Street. Site is near Bates Street Park. Vehicle submitted to 311 on 2/24.",40.43422078,-79.95663443,
East Carson Street,Completed,Pittsburgh,Southside Flats,0.5,,40.4181534,-79.95676703,
South Side Riverfront,Tireless Event Location,Pittsburgh,Southside Flats,0.5,Along the Mon Riverfront from roughly 18th Street through Water Street on the South Side.,40.42938376,-79.96453739,
4th Street,Tireless Event Location,Pittsburgh,Southside Flats,1,,40.43136828,-79.99467469,
Southside Riverfront Park,Completed,Pittsburgh,Southside Flats,,,40.43051213,-79.96687451,
McKean Street,Completed,Pittsburgh,Southside Flats,0.5,,40.42929942,-79.99640831,
Driftcombers 4th st,Tireless Event Location,Pittsburgh,Southside Flats,,,40.43113666,-79.99493122,
Josephine Street,Completed,Pittsburgh,Southside Slopes,5,,40.41770037,-79.9656806,
Schubert Street Site 2,Surveyed,Pittsburgh,Spring Garden,4,,40.47238074,-79.98895622,
Suismon Street,Completed,Pittsburgh,Spring Garden,0.1,,40.4562055,-79.99507836,
Schubert,Completed,Pittsburgh,Spring Garden,5,The tires are in a long ravine that forks further back. About 200 tires are in the first ravine and 200-300 in the right fork with a few in the left fork. The refrigerators are in the right fork on the side of the ravine near the S Side Ave road. Possible second route for trash on S Side Ave. There is a path that goes from Schubert to the Spring Garden Field that could also be used.,,,
Farby Way,Completed,Pittsburgh,Spring Garden,0.5,,40.47475748,-79.98991951,
Gershon Street,Surveyed,Pittsburgh,Spring Hill,10,,40.47097284,-80.00116027,
Sunset Avenue,Surveyed,Pittsburgh,Spring Hill,0.3,,40.47011993,-79.99983258,
Overbeck Street,Surveyed,Pittsburgh,Spring Hill,4,High wall. Low to moderate dumpsite,40.46567562,-79.99777264,
Brahm Street,Completed,Pittsburgh,Spring Hill,2,,40.46500222,-79.9986685,
Essen Street and Sunset,Completed,Pittsburgh,Spring Hill,7.5,,40.47327035,-80.00121391,
Overbeck St.,Completed,Pittsburgh,Spring Hill,2,62 to 126 Overbeck,40.46440131,-79.99747315,
Wilt Street,Surveyed,Pittsburgh,Spring Hill,0.1,,40.46169657,-79.9967873,
Solar,Surveyed,Pittsburgh,Spring Hill,0.3,,40.46285675,-79.99714332,
Donora,Surveyed,Pittsburgh,Spring Hill,0.2,,40.46920561,-79.99248701,
Iona,Surveyed,Pittsburgh,Spring Hill,1,,40.46274131,-79.99007838,
Diana,Surveyed,Pittsburgh,Spring Hill,0.2,,40.46224492,-79.98918253,
Luella,Surveyed,Pittsburgh,Spring Hill,10,,40.46786662,-79.99926763,
Bessie Ave,Surveyed,Pittsburgh,Spring Hill,0.2,,40.46845561,-79.999094,
Williams Rd,Completed,Pittsburgh,Spring Hill,1,,40.4745361,-79.99759197,
Butler Street,Surveyed,Springdale,Springdale,0.8,,40.54713,-79.7789,
Cox Comb Hill,Surveyed,Pittsburgh,Springdale,,"Private property owned by Valley Properties, Inc with 200+ tires reported by Mike at ALT.",40.52864251,-79.80229496,
Springdale Boat Launch,Tireless Event Location,Springdale,Springdale,,,40.53551195,-79.78315968,
Pocusset St,Completed,Pittsburgh,Squirrel Hill South,3.5,,40.43031069,-79.93413319,
Landview Road,Completed,Pittsburgh,Squirrel Hill South,0.8,,40.42166138,-79.92276764,
Imogene Road,Completed,Pittsburgh,Squirrel Hill South,1,,40.41493913,-79.92456174,
Somerville Street,Completed,Pittsburgh,Stanton Heights,0.5,,40.47697558,-79.93370808,
Mossfield Road,Completed,Pittsburgh,Stanton Heights,0.5,,40.47255343,-79.93534135,
Stanton at Woodbine,Completed,Pittsburgh,Stanton Heights,5,"Dumped items on the site include tires, scrap wood, TVs, scrap metal, pallets, but the majority of tonnage is made up of concrete, cinder blocks and chain link fencing. Most of the dumping here appears to be 5+ years old, however leaves and brush continued to be dumped throughout the site.  Additionally, there is moderate litter scattered throughout the entire site, some of which appears to be recent.  Some sections of this site are very level but others are quite steep.  This site would be best cleaned using multiple staging areas to most easily remove debris.",40.4818802,-79.94020975,
Christopher Street,Completed,Pittsburgh,Stanton Heights,9,Located to the left of the lot of 1045 Christopher St. this site is at the edge of the property owners lot and has been historically dumped on from neighbors from Premier St.,40.48299002,-79.94151866,
Premier St,Completed,Pittsburgh,Stanton Heights,3,"Premier St. is located off of Antonette which is located off of Camelia, which connects to Woodbine which connects to Stanton Ave.",40.48412021,-79.94221068,
Drive Street,Completed,Pittsburgh,Stanton Heights,0.5,,40.48442622,-79.94210875,
Coleridge Street,Completed,Pittsburgh,Stanton Heights,0.2,,40.4770327,-79.94108817,
Baker and Marietta,Completed,Pittsburgh,Stanton Heights,3,"Over a steep hillside from Marietta street - fairly wooded. Very steep at top but it levels out where most of the debris is.
Lots 121-E-51, 121-E-36 (city), 121-E-40 (city). Lot 51 owned by Dinardo Charles, 1717 Whiteacre Drive, Bethlehem, PA 18015 (taxes not paid since 2010)

This is over a steep hillside from Marietta Street. The hill is fairly wooded.

I don't believe that the debris can be seen from Baker Street below.
-Reported by Emily Keebler emily.keebler@pittsburghpa.gov",40.48893662,-79.93012636,
Strip District,Tireless Event Location,Pittsburgh,Strip District,0.3,,40.44812884,-79.99383366,
Acheson Street,Surveyed,Pittsburgh,Summer Hill,1,Very close to private property,40.48898566,-80.00827655,
